visit_places,rating,visit_place_summary,best_time,state_name,no_of_turist_attration,tokenized_summary
scuba diving in goa,4.3,goa one places india offering scuba diving diving goa best owing limited underwater visibility still popular among tourists good destination beginners explore delights underwater world absence strong water current occasional surges adds serenity activity,,goa,,"['goa', 'one', 'places', 'india', 'offering', 'scuba', 'diving', 'diving', 'goa', 'best', 'owing', 'limited', 'underwater', 'visibility', 'still', 'popular', 'among', 'tourists', 'good', 'destination', 'beginners', 'explore', 'delights', 'underwater', 'world', 'absence', 'strong', 'water', 'current', 'occasional', 'surges', 'adds', 'serenity', 'activity']"
shopping in goa,3.7,carrying back authentic goan experience buy feni cashewnuts goan hats handicrafts lots shops panjim capital buy interesting stuff goa also known handpainted ceramics,,goa,,"['carrying', 'back', 'authentic', 'goan', 'experience', 'buy', 'feni', 'cashewnuts', 'goan', 'hats', 'handicrafts', 'lots', 'shops', 'panjim', 'capital', 'buy', 'interesting', 'stuff', 'goa', 'also', 'known', 'handpainted', 'ceramics']"
dona paula,4.4,dona paula one popular tourist hangouts goa famous vast stretch beach small beach also popular lovers paradise features jetty dona paula jetty adjacent provides ethereal view arabian sea mormugao harbour,,goa,,"['dona', 'paula', 'one', 'popular', 'tourist', 'hangouts', 'goa', 'famous', 'vast', 'stretch', 'beach', 'small', 'beach', 'also', 'popular', 'lovers', 'paradise', 'features', 'jetty', 'dona', 'paula', 'jetty', 'adjacent', 'provides', 'ethereal', 'view', 'arabian', 'sea', 'mormugao', 'harbour']"
arambol beach,4.4,beautiful serene arambol beach among best beaches north goa relatively unexploited tourist activities considered one spectacular beaches goa arambol beach distinct bohemian feel attracts tourists world,,goa,,"['beautiful', 'serene', 'arambol', 'beach', 'among', 'best', 'beaches', 'north', 'goa', 'relatively', 'unexploited', 'tourist', 'activities', 'considered', 'one', 'spectacular', 'beaches', 'goa', 'arambol', 'beach', 'distinct', 'bohemian', 'feel', 'attracts', 'tourists', 'world']"
vagator beach,4.3,vagator beach one beautiful beaches goa famous soft white sands imposing beautiful rocky cliffs beach divided two major parts namely little vagator also known ozran beach big vagator also popular sweeping panoramic views beach shacks trance parties,,goa,,"['vagator', 'beach', 'one', 'beautiful', 'beaches', 'goa', 'famous', 'soft', 'white', 'sands', 'imposing', 'beautiful', 'rocky', 'cliffs', 'beach', 'divided', 'two', 'major', 'parts', 'namely', 'little', 'vagator', 'also', 'known', 'ozran', 'beach', 'big', 'vagator', 'also', 'popular', 'sweeping', 'panoramic', 'views', 'beach', 'shacks', 'trance', 'parties']"
fontainhas and sao tome,,fontainhas sao tome beautiful latin quarter located panaji banks ourem creek named natural springs nearby laid piece land acquired goan 18th century made fortune mozambique quarter recognised heritage site famous charming portuguese style houses base altinho hills,,goa,,"['fontainhas', 'sao', 'tome', 'beautiful', 'latin', 'quarter', 'located', 'panaji', 'banks', 'ourem', 'creek', 'named', 'natural', 'springs', 'nearby', 'laid', 'piece', 'land', 'acquired', 'goan', '18th', 'century', 'made', 'fortune', 'mozambique', 'quarter', 'recognised', 'heritage', 'site', 'famous', 'charming', 'portuguese', 'style', 'houses', 'base', 'altinho', 'hills']"
church of our lady of the immaculate conception,3.7,located panjim lady immaculate conception one oldest chapels goa known house second largest church bells goa view sunset church lit night soothing sight witness,,goa,,"['located', 'panjim', 'lady', 'immaculate', 'conception', 'one', 'oldest', 'chapels', 'goa', 'known', 'house', 'second', 'largest', 'church', 'bells', 'goa', 'view', 'sunset', 'church', 'lit', 'night', 'soothing', 'sight', 'witness']"
tito's nightclub,3.5,titos nightclub one top things goa tourists located calangute titos one famous nightclubs goa entire lane baga pub located popularly called tito lane,,goa,,"['titos', 'nightclub', 'one', 'top', 'things', 'goa', 'tourists', 'located', 'calangute', 'titos', 'one', 'famous', 'nightclubs', 'goa', 'entire', 'lane', 'baga', 'pub', 'located', 'popularly', 'called', 'tito', 'lane']"
brittos,,season offseason come youre goa amongst best shacks baga beach perfect youre seeking company sea sand sip beer,,goa,,"['season', 'offseason', 'come', 'youre', 'goa', 'amongst', 'best', 'shacks', 'baga', 'beach', 'perfect', 'youre', 'seeking', 'company', 'sea', 'sand', 'sip', 'beer']"
mambos,3.7,located famous titos lane mambos popular nightclub goa openair lounge encircles dancing area host indian international djs playing every night also serve variety hookahs,,goa,,"['located', 'famous', 'titos', 'lane', 'mambos', 'popular', 'nightclub', 'goa', 'openair', 'lounge', 'encircles', 'dancing', 'area', 'host', 'indian', 'international', 'djs', 'playing', 'every', 'night', 'also', 'serve', 'variety', 'hookahs']"
club lpk - love passion karma,3.7,club lpk one popular nightlife spots goa surrounded water three sides shifted nerul original location nightclub generally good djs playing mix house trance bollywood music,,goa,,"['club', 'lpk', 'one', 'popular', 'nightlife', 'spots', 'goa', 'surrounded', 'water', 'three', 'sides', 'shifted', 'nerul', 'original', 'location', 'nightclub', 'generally', 'good', 'djs', 'playing', 'mix', 'house', 'trance', 'bollywood', 'music']"
anjuna flea market,,anjuna flea market wednesday treasure trove trinkets handicrafts hippie clothing souvenirs everything else cheap bags footwear junk jewellery also popular queen hippie flea markets anjuna flea market much part goa experience beaches,,goa,,"['anjuna', 'flea', 'market', 'wednesday', 'treasure', 'trove', 'trinkets', 'handicrafts', 'hippie', 'clothing', 'souvenirs', 'everything', 'else', 'cheap', 'bags', 'footwear', 'junk', 'jewellery', 'also', 'popular', 'queen', 'hippie', 'flea', 'markets', 'anjuna', 'flea', 'market', 'much', 'part', 'goa', 'experience', 'beaches']"
palolem beach,4.4,palolem beach located south goa one beautiful beaches union territory offer mostly unspoiled beach often flocked foreign tourists,,goa,,"['palolem', 'beach', 'located', 'south', 'goa', 'one', 'beautiful', 'beaches', 'union', 'territory', 'offer', 'mostly', 'unspoiled', 'beach', 'often', 'flocked', 'foreign', 'tourists']"
bungee jumping in goa,,located near one popular beaches goa obviously anjuna beach gravity adventure zone conduct bungee jumping height 80 ft installed us based company sports tower inc one lowest bungee jumping site good first try priced reasonable rate,,goa,,"['located', 'near', 'one', 'popular', 'beaches', 'goa', 'obviously', 'anjuna', 'beach', 'gravity', 'adventure', 'zone', 'conduct', 'bungee', 'jumping', 'height', '80', 'ft', 'installed', 'us', 'based', 'company', 'sports', 'tower', 'inc', 'one', 'lowest', 'bungee', 'jumping', 'site', 'good', 'first', 'try', 'priced', 'reasonable', 'rate']"
spa and massages,3.7,goa full spa resorts ayurvedic massage centers beachside massages also available beaches various spas goa preferred tourists around world sereno spa leela kempinski goa spa center,,goa,,"['goa', 'full', 'spa', 'resorts', 'ayurvedic', 'massage', 'centers', 'beachside', 'massages', 'also', 'available', 'beaches', 'various', 'spas', 'goa', 'preferred', 'tourists', 'around', 'world', 'sereno', 'spa', 'leela', 'kempinski', 'goa', 'spa', 'center']"
colva beach,4.4,one happening beaches south goa colva beach mainly renowned shopping phenomenal nightlife beach full shacks eating joints,,goa,,"['one', 'happening', 'beaches', 'south', 'goa', 'colva', 'beach', 'mainly', 'renowned', 'shopping', 'phenomenal', 'nightlife', 'beach', 'full', 'shacks', 'eating', 'joints']"
morjim beach,4.3,morjim sometimes referred little russia owing large population russian immigrants staying morjim beach home exotic species birds rare endangered animals sea turtles,,goa,,"['morjim', 'sometimes', 'referred', 'little', 'russia', 'owing', 'large', 'population', 'russian', 'immigrants', 'staying', 'morjim', 'beach', 'home', 'exotic', 'species', 'birds', 'rare', 'endangered', 'animals', 'sea', 'turtles']"
casino,3.6,located yacht river mandovi casino one coolest places youre party state entry fee placed high rs 1600 casino holds ample number tables american roulette blackjack rummy go ahead try luck,,goa,,"['located', 'yacht', 'river', 'mandovi', 'casino', 'one', 'coolest', 'places', 'youre', 'party', 'state', 'entry', 'fee', 'placed', 'high', 'rs', '1600', 'casino', 'holds', 'ample', 'number', 'tables', 'american', 'roulette', 'blackjack', 'rummy', 'go', 'ahead', 'try', 'luck']"
agonda beach,4.4,youre looking place away hustle bustle crowd space solitude agonda beach right place clear blue water coconut trees beach delight nature lovers,,goa,,"['youre', 'looking', 'place', 'away', 'hustle', 'bustle', 'crowd', 'space', 'solitude', 'agonda', 'beach', 'right', 'place', 'clear', 'blue', 'water', 'coconut', 'trees', 'beach', 'delight', 'nature', 'lovers']"
candolim beach,,candolim beach lies around 15 kms ahead panjim along stretch fort aguada forming part trio calangute baga candolim party beaches goa beach known pulsating nightlife thrilling water sports,,goa,,"['candolim', 'beach', 'lies', 'around', '15', 'kms', 'ahead', 'panjim', 'along', 'stretch', 'fort', 'aguada', 'forming', 'part', 'trio', 'calangute', 'baga', 'candolim', 'party', 'beaches', 'goa', 'beach', 'known', 'pulsating', 'nightlife', 'thrilling', 'water', 'sports']"
se cathedral,3.3,se cathedral sé catedral de santa catarina one largest churches asia located old goa dedicated saint catherine famous landmark goa exhibiting portuguesemanueline architectural style,,goa,,"['se', 'cathedral', 'sé', 'catedral', 'de', 'santa', 'catarina', 'one', 'largest', 'churches', 'asia', 'located', 'old', 'goa', 'dedicated', 'saint', 'catherine', 'famous', 'landmark', 'goa', 'exhibiting', 'portuguesemanueline', 'architectural', 'style']"
cavelossim beach,3.0,magnificent black rocks contrast white sand shores idyllic beach cavelossim beach located south goa cleaner quieter cliched party beaches goa perfect spot travellers looking enjoy endless expanse clear blue waters,,goa,,"['magnificent', 'black', 'rocks', 'contrast', 'white', 'sand', 'shores', 'idyllic', 'beach', 'cavelossim', 'beach', 'located', 'south', 'goa', 'cleaner', 'quieter', 'cliched', 'party', 'beaches', 'goa', 'perfect', 'spot', 'travellers', 'looking', 'enjoy', 'endless', 'expanse', 'clear', 'blue', 'waters']"
patnem beach,3.9,situated canacona south goa patnem beach one secluded tranquil beaches goa perfect place laze beach absolutely nothing waters quite safe swim views sunset magnificent uninterrupted,,goa,,"['situated', 'canacona', 'south', 'goa', 'patnem', 'beach', 'one', 'secluded', 'tranquil', 'beaches', 'goa', 'perfect', 'place', 'laze', 'beach', 'absolutely', 'nothing', 'waters', 'quite', 'safe', 'swim', 'views', 'sunset', 'magnificent', 'uninterrupted']"
betalbatim beach,,located south goa colva beach majorda beach betalbatim beach one quieter beaches goa lined plethora fast food chains local restaurants spas highlight beach easy spotting dolphins ask local fishermen hike ride sea glimpse dolphins,,goa,,"['located', 'south', 'goa', 'colva', 'beach', 'majorda', 'beach', 'betalbatim', 'beach', 'one', 'quieter', 'beaches', 'goa', 'lined', 'plethora', 'fast', 'food', 'chains', 'local', 'restaurants', 'spas', 'highlight', 'beach', 'easy', 'spotting', 'dolphins', 'ask', 'local', 'fishermen', 'hike', 'ride', 'sea', 'glimpse', 'dolphins']"
fort tiracol,3.0,across terekhol river querim beach north goa lies majestic tiracol fort crucial part maritime defence serves fort tiracol heritage hotel popular unbeatable panoramic view arabian sea,,goa,,"['across', 'terekhol', 'river', 'querim', 'beach', 'north', 'goa', 'lies', 'majestic', 'tiracol', 'fort', 'crucial', 'part', 'maritime', 'defence', 'serves', 'fort', 'tiracol', 'heritage', 'hotel', 'popular', 'unbeatable', 'panoramic', 'view', 'arabian', 'sea']"
grande island,,originally known iha grande grande island goa one sought destinations owing serene tranquil environment availability plethora thrilling activities like snorkeling dolphin spotting scuba diving,,goa,,"['originally', 'known', 'iha', 'grande', 'grande', 'island', 'goa', 'one', 'sought', 'destinations', 'owing', 'serene', 'tranquil', 'environment', 'availability', 'plethora', 'thrilling', 'activities', 'like', 'snorkeling', 'dolphin', 'spotting', 'scuba', 'diving']"
bhagwan mahavir wildlife sanctuary,,bhagwan mahavir sanctuary 240 sq km protected natural habitat located western ghats india goakarnataka border touted goas largest wildlife reserve home famous dudhsagar falls mollem national park tambdi surla temple devils canyon among attractions,,goa,,"['bhagwan', 'mahavir', 'sanctuary', '240', 'sq', 'km', 'protected', 'natural', 'habitat', 'located', 'western', 'ghats', 'india', 'goakarnataka', 'border', 'touted', 'goas', 'largest', 'wildlife', 'reserve', 'home', 'famous', 'dudhsagar', 'falls', 'mollem', 'national', 'park', 'tambdi', 'surla', 'temple', 'devils', 'canyon', 'among', 'attractions']"
arvalem waterfalls,,one beautiful spots visit north goa arvalem waterfalls located sanquelim also known harvalem falls forms huge pool water base almost big lake makes arvalem falls popular tourist picnic spot,,goa,,"['one', 'beautiful', 'spots', 'visit', 'north', 'goa', 'arvalem', 'waterfalls', 'located', 'sanquelim', 'also', 'known', 'harvalem', 'falls', 'forms', 'huge', 'pool', 'water', 'base', 'almost', 'big', 'lake', 'makes', 'arvalem', 'falls', 'popular', 'tourist', 'picnic', 'spot']"
mollem national park,,mollem national park part famous bhagwan mahavir wildlife sanctuary biggest national park goa takes fascinating wildlife adventure jeep safaris take tourists right heart dense forest reserve,,goa,,"['mollem', 'national', 'park', 'part', 'famous', 'bhagwan', 'mahavir', 'wildlife', 'sanctuary', 'biggest', 'national', 'park', 'goa', 'takes', 'fascinating', 'wildlife', 'adventure', 'jeep', 'safaris', 'take', 'tourists', 'right', 'heart', 'dense', 'forest', 'reserve']"
sunburn festival,3.0,ranked amongst world ’ best music festivals sunburn music festival tops list every electronic music fan ’ bucket list mostly famous extravagance fantastic music noteworthy artist lineup,,goa,,"['ranked', 'amongst', 'world', '’', 'best', 'music', 'festivals', 'sunburn', 'music', 'festival', 'tops', 'list', 'every', 'electronic', 'music', 'fan', '’', 'bucket', 'list', 'mostly', 'famous', 'extravagance', 'fantastic', 'music', 'noteworthy', 'artist', 'lineup']"
