visiting_places,visiting_places_rating,distance_from_city_center,cities_name,city_rating,city_type,city_visit_time,no_of_tourist_attration,states_name,state_categories,state_visit_time
kadri manjunath temple,3.5,3.0,mangalore,4.3,historical type,throughout_the_year,28.0,karnataka,commercial_and_technological_state,winter
sultan battery,3.2,5.0,mangalore,4.3,historical type,throughout_the_year,28.0,karnataka,commercial_and_technological_state,winter
kadri park,3.2,3.0,mangalore,4.3,historical type,throughout_the_year,28.0,karnataka,commercial_and_technological_state,winter
pilikula park and golf course,3.2,4.0,mangalore,4.3,historical type,throughout_the_year,28.0,karnataka,commercial_and_technological_state,winter
tannirbhavi beach,3.57,5.0,mangalore,4.3,historical type,throughout_the_year,28.0,karnataka,commercial_and_technological_state,winter
new mangalore port,3.6,4.0,mangalore,4.3,historical type,throughout_the_year,28.0,karnataka,commercial_and_technological_state,winter
rosario cathedral,3.57,7.0,mangalore,4.3,historical type,throughout_the_year,28.0,karnataka,commercial_and_technological_state,winter
ullal beach,3.1,12.0,mangalore,4.3,historical type,throughout_the_year,28.0,karnataka,commercial_and_technological_state,winter
milagres church,3.57,5.0,mangalore,4.3,historical type,throughout_the_year,28.0,karnataka,commercial_and_technological_state,winter
mangaladevi temple,3.57,7.0,mangalore,4.3,historical type,throughout_the_year,28.0,karnataka,commercial_and_technological_state,winter
surathkal beach,3.4,12.0,mangalore,4.3,historical type,throughout_the_year,28.0,karnataka,commercial_and_technological_state,winter
someshwar beach,3.57,14.0,mangalore,4.3,historical type,throughout_the_year,28.0,karnataka,commercial_and_technological_state,winter
sakleshpur,4.2,101.0,mangalore,4.3,historical type,throughout_the_year,28.0,karnataka,commercial_and_technological_state,winter
city shopping,3.0,5.0,mangalore,4.3,historical type,throughout_the_year,28.0,karnataka,commercial_and_technological_state,winter
bejai museum,3.1,3.0,mangalore,4.3,historical type,throughout_the_year,28.0,karnataka,commercial_and_technological_state,winter
kateel durgaparameshwari temple,3.57,15.0,mangalore,4.3,historical type,throughout_the_year,28.0,karnataka,commercial_and_technological_state,winter
sasihithlu beach,3.57,19.0,mangalore,4.3,historical type,throughout_the_year,28.0,karnataka,commercial_and_technological_state,winter
pilikula nisargadhama,3.57,5.0,mangalore,4.3,historical type,throughout_the_year,28.0,karnataka,commercial_and_technological_state,winter
sharavu mahaganapathi temple,3.57,5.0,mangalore,4.3,historical type,throughout_the_year,28.0,karnataka,commercial_and_technological_state,winter
polali rajarajeshwari temple,3.57,11.0,mangalore,4.3,historical type,throughout_the_year,28.0,karnataka,commercial_and_technological_state,winter
forum fiza mall,3.57,7.0,mangalore,4.3,historical type,throughout_the_year,28.0,karnataka,commercial_and_technological_state,winter
city centre mangalore,3.57,5.0,mangalore,4.3,historical type,throughout_the_year,28.0,karnataka,commercial_and_technological_state,winter
thousand pillar temple,3.57,23.0,mangalore,4.3,historical type,throughout_the_year,28.0,karnataka,commercial_and_technological_state,winter
pilikula science centre,3.57,5.0,mangalore,4.3,historical type,throughout_the_year,28.0,karnataka,commercial_and_technological_state,winter
mulki,3.57,20.0,mangalore,4.3,historical type,throughout_the_year,28.0,karnataka,commercial_and_technological_state,winter
sri ranganathaswamy temple,3.5,2.0,srirangapatna,3.8,historical type,throughout_the_year,16.0,karnataka,commercial_and_technological_state,winter
nimishambha temple,3.0,1.0,srirangapatna,3.8,historical type,throughout_the_year,16.0,karnataka,commercial_and_technological_state,winter
dariya daulat bagh,3.0,0.0,srirangapatna,3.8,historical type,throughout_the_year,16.0,karnataka,commercial_and_technological_state,winter
gumbaz,3.4,2.0,srirangapatna,3.8,historical type,throughout_the_year,16.0,karnataka,commercial_and_technological_state,winter
balmuri falls,4.0,10.0,srirangapatna,3.8,historical type,throughout_the_year,16.0,karnataka,commercial_and_technological_state,winter
sangam,3.1,3.0,srirangapatna,3.8,historical type,throughout_the_year,16.0,karnataka,commercial_and_technological_state,winter
captain bailey's dungeon,3.0,2.0,srirangapatna,3.8,historical type,throughout_the_year,16.0,karnataka,commercial_and_technological_state,winter
ranganathittu bird sanctuary,4.1,5.0,srirangapatna,3.8,historical type,throughout_the_year,16.0,karnataka,commercial_and_technological_state,winter
kere thonnur,3.0,0.0,srirangapatna,3.8,historical type,throughout_the_year,16.0,karnataka,commercial_and_technological_state,winter
karighatta temple,3.0,2.0,srirangapatna,3.8,historical type,throughout_the_year,16.0,karnataka,commercial_and_technological_state,winter
dodda ghosai ghat,3.0,1.0,srirangapatna,3.8,historical type,throughout_the_year,16.0,karnataka,commercial_and_technological_state,winter
srirangapatna fort,3.0,2.0,srirangapatna,3.8,historical type,throughout_the_year,16.0,karnataka,commercial_and_technological_state,winter
city shopping,3.0,13.0,srirangapatna,3.8,historical type,throughout_the_year,16.0,karnataka,commercial_and_technological_state,winter
mahadevapura,3.5,9.0,srirangapatna,3.8,historical type,throughout_the_year,16.0,karnataka,commercial_and_technological_state,winter
"jama masjid, srirangapatna",3.0,1.0,srirangapatna,3.8,historical type,throughout_the_year,16.0,karnataka,commercial_and_technological_state,winter
the obelisk,3.0,2.0,srirangapatna,3.8,historical type,throughout_the_year,16.0,karnataka,commercial_and_technological_state,winter
dharmasthala temple,3.4,0.0,dharmasthala,4.5,historical type,autumn_to_winter,8.0,karnataka,commercial_and_technological_state,winter
bahubali statue,4.1,1.0,dharmasthala,4.5,historical type,autumn_to_winter,8.0,karnataka,commercial_and_technological_state,winter
netravathi river barrage,3.4,3.0,dharmasthala,4.5,historical type,autumn_to_winter,8.0,karnataka,commercial_and_technological_state,winter
"ram mandir, dharmasthala",4.0,1.0,dharmasthala,4.5,historical type,autumn_to_winter,8.0,karnataka,commercial_and_technological_state,winter
annappa betta,3.0,1.0,dharmasthala,4.5,historical type,autumn_to_winter,8.0,karnataka,commercial_and_technological_state,winter
manjusha museum,3.1,0.0,dharmasthala,4.5,historical type,autumn_to_winter,8.0,karnataka,commercial_and_technological_state,winter
chandranath swamy temple,3.0,44.0,dharmasthala,4.5,historical type,autumn_to_winter,8.0,karnataka,commercial_and_technological_state,winter
shopping in dharmasthala,3.0,0.0,dharmasthala,4.5,historical type,autumn_to_winter,8.0,karnataka,commercial_and_technological_state,winter
brt wildlife sanctuary,3.5,1.0,br hills,3.8,hilly type,summer_to_autumn,5.0,karnataka,commercial_and_technological_state,winter
biligiri rangaswamy temple,3.4,1.0,br hills,3.8,hilly type,summer_to_autumn,5.0,karnataka,commercial_and_technological_state,winter
adventure activities,3.1,0.0,br hills,3.8,hilly type,summer_to_autumn,5.0,karnataka,commercial_and_technological_state,winter
dodda sampige mara,3.1,24.0,br hills,3.8,hilly type,summer_to_autumn,5.0,karnataka,commercial_and_technological_state,winter
shopping in br hills,3.0,0.0,br hills,3.8,hilly type,summer_to_autumn,5.0,karnataka,commercial_and_technological_state,winter
sringeri mutt,4.1,0.0,sringeri,4.8,spiritual type,throughout_the_year,9.0,karnataka,commercial_and_technological_state,winter
kigga,3.4,9.0,sringeri,4.8,spiritual type,throughout_the_year,9.0,karnataka,commercial_and_technological_state,winter
horanadu,3.1,20.0,sringeri,4.8,spiritual type,throughout_the_year,9.0,karnataka,commercial_and_technological_state,winter
torana ganapati temple,3.1,0.0,sringeri,4.8,spiritual type,throughout_the_year,9.0,karnataka,commercial_and_technological_state,winter
city shopping,3.0,1.0,sringeri,4.8,spiritual type,throughout_the_year,9.0,karnataka,commercial_and_technological_state,winter
vidyashankara temple,3.1,0.0,sringeri,4.8,spiritual type,throughout_the_year,9.0,karnataka,commercial_and_technological_state,winter
adi shankaracharya temple,3.1,0.0,sringeri,4.8,spiritual type,throughout_the_year,9.0,karnataka,commercial_and_technological_state,winter
kere anjaneya temple,3.1,0.0,sringeri,4.8,spiritual type,throughout_the_year,9.0,karnataka,commercial_and_technological_state,winter
"durga temple, aihole",3.5,0.0,aihole,4.2,spiritual type,autumn_to_winter,23.0,karnataka,commercial_and_technological_state,winter
lad khan temple,3.5,0.0,aihole,4.2,spiritual type,autumn_to_winter,23.0,karnataka,commercial_and_technological_state,winter
ravanaphadi cave temples,3.5,0.0,aihole,4.2,spiritual type,autumn_to_winter,23.0,karnataka,commercial_and_technological_state,winter
"archaeological museum, aihole",3.4,0.0,aihole,4.2,spiritual type,autumn_to_winter,23.0,karnataka,commercial_and_technological_state,winter
hucchimalli temple,3.4,0.0,aihole,4.2,spiritual type,autumn_to_winter,23.0,karnataka,commercial_and_technological_state,winter
huchappayyagudi temple,3.4,0.0,aihole,4.2,spiritual type,autumn_to_winter,23.0,karnataka,commercial_and_technological_state,winter
gowda temple,3.1,1.0,aihole,4.2,spiritual type,autumn_to_winter,23.0,karnataka,commercial_and_technological_state,winter
chakra gudi,3.1,0.0,aihole,4.2,spiritual type,autumn_to_winter,23.0,karnataka,commercial_and_technological_state,winter
meganagudi group,3.1,0.0,aihole,4.2,spiritual type,autumn_to_winter,23.0,karnataka,commercial_and_technological_state,winter
kontigudi temples,3.1,0.0,aihole,4.2,spiritual type,autumn_to_winter,23.0,karnataka,commercial_and_technological_state,winter
jyothirlinga temples,3.1,0.0,aihole,4.2,spiritual type,autumn_to_winter,23.0,karnataka,commercial_and_technological_state,winter
galaganatha group,3.1,1.0,aihole,4.2,spiritual type,autumn_to_winter,23.0,karnataka,commercial_and_technological_state,winter
suryanarayana temple,3.1,0.0,aihole,4.2,spiritual type,autumn_to_winter,23.0,karnataka,commercial_and_technological_state,winter
ambigera gudi group,3.1,0.0,aihole,4.2,spiritual type,autumn_to_winter,23.0,karnataka,commercial_and_technological_state,winter
triyambakeshvara group of temples,3.1,0.0,aihole,4.2,spiritual type,autumn_to_winter,23.0,karnataka,commercial_and_technological_state,winter
chikkigudi group,3.1,0.0,aihole,4.2,spiritual type,autumn_to_winter,23.0,karnataka,commercial_and_technological_state,winter
rachi gudi,3.1,0.0,aihole,4.2,spiritual type,autumn_to_winter,23.0,karnataka,commercial_and_technological_state,winter
yeniar shrines,3.1,1.0,aihole,4.2,spiritual type,autumn_to_winter,23.0,karnataka,commercial_and_technological_state,winter
jainagudis group,3.1,0.0,aihole,4.2,spiritual type,autumn_to_winter,23.0,karnataka,commercial_and_technological_state,winter
charanthimatha group,3.1,0.0,aihole,4.2,spiritual type,autumn_to_winter,23.0,karnataka,commercial_and_technological_state,winter
badigera gudi,3.1,0.0,aihole,4.2,spiritual type,autumn_to_winter,23.0,karnataka,commercial_and_technological_state,winter
halabasappana gudi,3.1,0.0,aihole,4.2,spiritual type,autumn_to_winter,23.0,karnataka,commercial_and_technological_state,winter
shopping in aihole,3.0,0.0,aihole,4.2,spiritual type,autumn_to_winter,23.0,karnataka,commercial_and_technological_state,winter
bidar fort,4.1,1.0,bidar,3.5,historical type,autumn_to_winter,11.0,karnataka,commercial_and_technological_state,winter
gurudwara nanak jhira sahib,3.0,2.0,bidar,3.5,historical type,autumn_to_winter,11.0,karnataka,commercial_and_technological_state,winter
narasimha jhira cave temple,3.4,2.0,bidar,3.5,historical type,autumn_to_winter,11.0,karnataka,commercial_and_technological_state,winter
shopping in bidar,3.0,1.0,bidar,3.5,historical type,autumn_to_winter,11.0,karnataka,commercial_and_technological_state,winter
bahmani tombs,3.1,4.0,bidar,3.5,historical type,autumn_to_winter,11.0,karnataka,commercial_and_technological_state,winter
papnash shiva temple,3.0,3.0,bidar,3.5,historical type,autumn_to_winter,11.0,karnataka,commercial_and_technological_state,winter
chaubara,3.1,1.0,bidar,3.5,historical type,autumn_to_winter,11.0,karnataka,commercial_and_technological_state,winter
solah khamba mosque,3.0,1.0,bidar,3.5,historical type,autumn_to_winter,11.0,karnataka,commercial_and_technological_state,winter
mahmud gawan madrasa,3.0,1.0,bidar,3.5,historical type,autumn_to_winter,11.0,karnataka,commercial_and_technological_state,winter
chaukhandi of hazrat khalil ullah,3.1,4.0,bidar,3.5,historical type,autumn_to_winter,11.0,karnataka,commercial_and_technological_state,winter
rangeen mahal,3.1,1.0,bidar,3.5,historical type,autumn_to_winter,11.0,karnataka,commercial_and_technological_state,winter
belgaum fort,3.57,3.0,belgaum,4.1,historical type,summer_to_autumn,12.0,gujarat,commercial_and_technological_state,winter
kapileshwar,3.57,2.0,belgaum,4.1,historical type,summer_to_autumn,12.0,gujarat,commercial_and_technological_state,winter
gokak falls,3.57,50.0,belgaum,4.1,historical type,summer_to_autumn,12.0,gujarat,commercial_and_technological_state,winter
ramakrishna mission ashram,3.57,3.0,belgaum,4.1,historical type,summer_to_autumn,12.0,gujarat,commercial_and_technological_state,winter
kamal basti,3.57,3.0,belgaum,4.1,historical type,summer_to_autumn,12.0,gujarat,commercial_and_technological_state,winter
fort lake (kote kere),3.57,3.0,belgaum,4.1,historical type,summer_to_autumn,12.0,gujarat,commercial_and_technological_state,winter
khade bazaar,3.57,2.0,belgaum,4.1,historical type,summer_to_autumn,12.0,gujarat,commercial_and_technological_state,winter
rakaskop dam,3.57,17.0,belgaum,4.1,historical type,summer_to_autumn,12.0,gujarat,commercial_and_technological_state,winter
military mahadev temple,3.57,1.0,belgaum,4.1,historical type,summer_to_autumn,12.0,gujarat,commercial_and_technological_state,winter
godchinamalaki falls,3.57,40.0,belgaum,4.1,historical type,summer_to_autumn,12.0,gujarat,commercial_and_technological_state,winter
vajrapoha falls,3.57,31.0,belgaum,4.1,historical type,summer_to_autumn,12.0,gujarat,commercial_and_technological_state,winter
yellur fort,4.0,11.0,belgaum,4.1,historical type,summer_to_autumn,12.0,gujarat,commercial_and_technological_state,winter
pothamedu view point,4.2,6.0,munnar,4.5,hilly type,autumn_to_summer,52.0,kerala,cultural_and_heritage_state,winter
eravikulam national park,4.6,7.0,munnar,4.5,hilly type,autumn_to_summer,52.0,kerala,cultural_and_heritage_state,winter
rose garden munnar,4.2,5.0,munnar,4.5,hilly type,autumn_to_summer,52.0,kerala,cultural_and_heritage_state,winter
mattupetty dam,4.5,11.0,munnar,4.5,hilly type,autumn_to_summer,52.0,kerala,cultural_and_heritage_state,winter
kolukkumalai tea estate,4.1,21.0,munnar,4.5,hilly type,autumn_to_summer,52.0,kerala,cultural_and_heritage_state,winter
atukkad waterfalls,4.1,4.0,munnar,4.5,hilly type,autumn_to_summer,52.0,kerala,cultural_and_heritage_state,winter
chinnar wildlife sanctuary,4.3,32.0,munnar,4.5,hilly type,autumn_to_summer,52.0,kerala,cultural_and_heritage_state,winter
csi christ church,3.57,4.0,munnar,4.5,hilly type,autumn_to_summer,52.0,kerala,cultural_and_heritage_state,winter
tata tea museum (kdhp museum),4.0,5.0,munnar,4.5,hilly type,autumn_to_summer,52.0,kerala,cultural_and_heritage_state,winter
"echo point, munnar",4.5,15.0,munnar,4.5,hilly type,autumn_to_summer,52.0,kerala,cultural_and_heritage_state,winter
munnar chocolate factory,4.3,9.0,munnar,4.5,hilly type,autumn_to_summer,52.0,kerala,cultural_and_heritage_state,winter
lakkom water falls,3.57,25.0,munnar,4.5,hilly type,autumn_to_summer,52.0,kerala,cultural_and_heritage_state,winter
kundala dam & lake,4.0,23.0,munnar,4.5,hilly type,autumn_to_summer,52.0,kerala,cultural_and_heritage_state,winter
top station,4.5,24.0,munnar,4.5,hilly type,autumn_to_summer,52.0,kerala,cultural_and_heritage_state,winter
blossom park,4.0,5.0,munnar,4.5,hilly type,autumn_to_summer,52.0,kerala,cultural_and_heritage_state,winter
anamudi peak,4.3,13.0,munnar,4.5,hilly type,autumn_to_summer,52.0,kerala,cultural_and_heritage_state,winter
