visit_places,rating,city_names,visit_place_summary
1. Dhamdha,"2.9
 /5","28 km  from city center 
 
 1 out of 11 Places To Visit in Bhilai","A sight beholding an ancient fort (Prachin Kila) and a temple, Dhamdha is located nearly 35 km from Bhilai on the way to Bemetara. For tourists, the place accommodates several restaurants and hotels for overnight stay."
2. Tandula,"3.0
 /5","10 km  from city center 
 
 2 out of 11 Places To Visit in Bhilai","Lying 60 km from Bhilai, Tandula is known for a man made marvel i.e. a Dam built over Tandula River. Serving as a perfect picnic spot, this place is flocked by tourists especially during winters."
3. Siyadevi,"3.0
 /5","66 km  from city center 
 
 3 out of 11 Places To Visit in Bhilai","Lying amid a picturesque location, Siyadevi is known for its Sita Maiya Temple. And if you are visiting the place between July and February, you can enjoy the beautiful view of natural waterfall."
4. Deobalod,"3.0
 /5","10 km  from city center 
 
 4 out of 11 Places To Visit in Bhilai","Housing and ancient Shiva Mandir, Deobalod is situated about 3 km from Bhilai."
5. Shopping in Bhilai,"3.0
 /5","5 km  from city center 
 
 5 out of 11 Places To Visit in Bhilai","If you are a shopaholic, then Bhilai does have a few good markets where you shop till you drop. However, except for exclusive handicrafts, there is no as such specialty of the city."
6. Maitri Bagh,"3.0
 /5","5 km  from city center 
 
 6 out of 11 Places To Visit in Bhilai","A well maintained zoo cum park, Maitri Bagh was established by Bhilai Steel plant alongside the two manmade water bodies. Located in the proximity to the park is Bhilai Water Works which is responsible for providing clean water to the city."
7. Hajra,"3.0
 /5","4 km  from city center 
 
 7 out of 11 Places To Visit in Bhilai","Amid a small steel city and hustle bustle of people, 100 km from Bhilai is Hajra flanked by thick cover of dense forest, tunnels and hills. Nestled by the picturesque beauty of nature, Hajra Falls offers a spectacular view falling at a height of 150 m."
8. Civic Center,"3.0
 /5","5 km  from city center 
 
 8 out of 11 Places To Visit in Bhilai","Buzzing with all kind of noises, social activities and amusements, Civic Center is a famous shopping hub of Bhilai. Originally built in L shape with two rows occupied with shops and stores, today this place after undergoing immense changes also features a children's garden adorned with a toy train."
9. Ganga Maiya Temple,"3.0
 /5","57 km  from city center 
 
 9 out of 11 Places To Visit in Bhilai","Ganga Maiya Temple, located 60 km from Bhilai at Jhalmala has very interesting legend attached to it. As per the story goes, the local fisherman found the deity of the temple in his net but ignored it instead of recovering it."
10. Uwasaggharam Parshwa Teerth,"3.0
 /5","17 km  from city center 
 
 10 out of 11 Places To Visit in Bhilai","A famous pilgrim spot, Uwasaggharam Parshwa Teerth, founded in year 1995 is Jain Temple lying in Nagpura. Besides the temple, the site is also home to a garden, temples, Yoga center and Guest house all built on the bank of River Sheonath."
11. Bambleshwari Temple,"3.0
 /5","65 km  from city center 
 
 11 out of 11 Places To Visit in Bhilai","Situated on a hilltop, a little away from Bhilai is a significant religious site, the state is known for. Also referred to as Badi Bambleshwari, the temple is located in Dongargarh and is half a kilometer away from another temple by the name of Chotti Bambleshwari."
1. Danteshwari Temple,,,
2. Mama-Bhanjaa Temple,,,
3. Indravati National Park,,,
4. Bodhghat Sath Dhar,,,
5. Barsur,,,
6. Bailadila Mountains,,,
1. Dwarkadhish Temple,"3.5
 /5","1 km  from city center 
 
 1 out of 15 Places To Visit in Dwarka","Having a history of over 2500 years, this Chalukya style of architecture is a temple dedicated to Lord Krishna. The five storied main shrine is grand and marvelous in itself and needs no further highlights."
2. Nageshwar Jyotirlinga,"3.5
 /5","16 km  from city center 
 
 2 out of 15 Places To Visit in Dwarka","One of the 12 famous self-existent temples, Nageshwara Jyotirlinga Temple too houses a curious myth about its origin. The giant, beautiful and artistic statue of Lord Shiva mesmerizes tourists and pilgrims alike with its aesthetic appeal."
3. Bet Dwarka,"3.4
 /5","27 km  from city center 
 
 3 out of 15 Places To Visit in Dwarka","Located around 30 km from the main town of Dwarka Beyt Dwarka is a small island and was the main port in the region before the development of Okha. While the island is enclosed by a few temples, white sand beach and coral reefs, the beach is also popular among tourists for its marine life, sea excursions, camping and picnics."
4. Dwarka Beach,"3.5
 /5","1 km  from city center 
 
 4 out of 15 Places To Visit in Dwarka","Along the Arabian Sea coast, Dwarka Beach is a good place to relax in the evenings. Popular among both the locals and tourists, Dwarka Beach is located quite close to the main temples in town."
5. Rukmini Devi Temple,"3.4
 /5","1 km  from city center 
 
 5 out of 15 Places To Visit in Dwarka","A small structure is an important shrine dedicated to Krishna's beloved consort, Rukmani Devi. Not as majestically gigantic , this shrine is an architectural masterpiece in itself."
6. Dwarka Lighthouse,"3.5
 /5","1 km  from city center 
 
 6 out of 15 Places To Visit in Dwarka","The tower, 43m in height was inaugurated on 15th July 1962. Tourists can enjoy the panoramic view of the sunset."
7. Gomti Ghat,"3.1
 /5","1 km  from city center 
 
 7 out of 15 Places To Visit in Dwarka","If the holy scriptures are to be believed, the Gomti River is none other than the Ganges, descending directly from heaven. The most sought after spots out of the various shrines and ghats this is the place where the river meets the mighty ocean."
8. Gopi Talav,"3.1
 /5","20 km  from city center 
 
 8 out of 15 Places To Visit in Dwarka","Legend has it that this is the lake where Krishna used to entice his Gopis (young female inhabitants) with his youthful pranks and romantic nature. About 20km , the lake is surrounded by sandal like yellow sand which is used by the devotees to make tilaks on their bodies. It is quite a pretty sight."
9. Bhadkeshwar Mahadev Temple,,"1 km  from city center 
 
 9 out of 15 Places To Visit in Dwarka","Bhadkeshwar Mahadev Mandir, dedicated to Lord Shiva, is an ancient temple, some 5000 years old, which was built around a self-manifested Shivaling found in the Arabian Sea."
10. Gita Temple,"3.1
 /5","1 km  from city center 
 
 10 out of 15 Places To Visit in Dwarka","Built by the industrialist family of Birla in 1970, it is constructed using white marble resulting in a magnificent and awe inspiring structure. The temple was made to capture and preserve the teachings and values of the Bhagavad Gita, the religious book of the Hindus."
11. Sudama Setu,,"1 km  from city center 
 
 11 out of 15 Places To Visit in Dwarka","Sudama Setu Bridge is a stunning suspension bridge built for pedestrians to cross River Gomti. The bridge was named after Sudhama, Lord Krishna's childhood friend. It was inaugurated by Anandiben Patel, the CM of Gujarat in 2016."
12. ISKCON Dwarka,,12 out of 15 Places To Visit in Dwarka,"Located on Devi road, the ISKCON Temple in Dwarka is yet another manifestation of the Krishna Consciousness. Housing idols of Lord Krishna and Goddess Radha draped in rich attires and ornated in flowers, this is an entirely stone-built temple."
"13. Swaminarayan Mandir, Dwarka",,"1 km  from city center 
 
 13 out of 15 Places To Visit in Dwarka","Located very close to the beautiful seashore and the Dwarkadish temple, Swami Narayan Mandir is a shrine dedicated to Lord Swaminarayan, an avatar of Lord Vishnu. The shrine is a relatively new structure, with intricate architecture expressed through sculptures and embossed wall work."
14. Dunny Point,,"29 km  from city center 
 
 14 out of 15 Places To Visit in Dwarka","Located at Dwarka Beyt, Dunny Point is a mesmerising island-like spot and a great place for water-based activities and bird watching. This uninhibited point is an eco-tourism site also offers an impressive marine camping and safari option along its coral-embedded water site."
