visit_places,rating,city_names,visit_place_summary,distance_from_city_center,tokenized_summary
gandhibag park,3.0,silchar,located banks lake park road heart town named mahatma gandhi park includes shahid minar memorial 11 martyrs died 19th may 1962 fighting protection bengali language government assam,1,"['located', 'banks', 'lake', 'park', 'road', 'heart', 'town', 'named', 'mahatma', 'gandhi', 'park', 'includes', 'shahid', 'minar', 'memorial', '11', 'martyrs', 'died', '19th', 'may', '1962', 'fighting', 'protection', 'bengali', 'language', 'government', 'assam']"
janiganj bazar,3.0,silchar,janiganj bazar silchar busy shopping district one shop everything ranging durables artefacts handloom food items,0,"['janiganj', 'bazar', 'silchar', 'busy', 'shopping', 'district', 'one', 'shop', 'everything', 'ranging', 'durables', 'artefacts', 'handloom', 'food', 'items']"
kancha kanti kali mandir,3.0,silchar,one revered temples south assam kachakanti kali temple dates back 19th century built 1806 ad kachari king later renovated 1978,11,"['one', 'revered', 'temples', 'south', 'assam', 'kachakanti', 'kali', 'temple', 'dates', 'back', '19th', 'century', 'built', '1806', 'ad', 'kachari', 'king', 'later', 'renovated', '1978']"
"iskcon temple, silchar",3.0,silchar,located ambikapatty area silchar iskcon one important wellbuilt temples silchar name suggests temple built maintained international society krishna consciousness dedicated lord krishna,0,"['located', 'ambikapatty', 'area', 'silchar', 'iskcon', 'one', 'important', 'wellbuilt', 'temples', 'silchar', 'name', 'suggests', 'temple', 'built', 'maintained', 'international', 'society', 'krishna', 'consciousness', 'dedicated', 'lord', 'krishna']"
maibong,3.0,silchar,destination located near silchar former capital kachari one major attractions silchar tourists absorb mesmerizing natural beauty visiting place,64,"['destination', 'located', 'near', 'silchar', 'former', 'capital', 'kachari', 'one', 'major', 'attractions', 'silchar', 'tourists', 'absorb', 'mesmerizing', 'natural', 'beauty', 'visiting', 'place']"
srikona bara bazaar,3.0,silchar,silchars srikona bara bazar shoppers paradise spread local handicrafts artefacts choose colorful superfluous market something every buyer,9,"['silchars', 'srikona', 'bara', 'bazar', 'shoppers', 'paradise', 'spread', 'local', 'handicrafts', 'artefacts', 'choose', 'colorful', 'superfluous', 'market', 'something', 'every', 'buyer']"
hajo,3.0,silchar,beautiful historical town located banks brahmaputra river hajo pilgrim attraction visited destination silchar town two major attractions powa mecca hayagriva madhava temple,,"['beautiful', 'historical', 'town', 'located', 'banks', 'brahmaputra', 'river', 'hajo', 'pilgrim', 'attraction', 'visited', 'destination', 'silchar', 'town', 'two', 'major', 'attractions', 'powa', 'mecca', 'hayagriva', 'madhava', 'temple']"
hindustan paper corporation ltd.,3.0,silchar,one asias largest mills often place interest many tourists,23,"['one', 'asias', 'largest', 'mills', 'often', 'place', 'interest', 'many', 'tourists']"
surya pahar,3.4,goalpara,ancient sculptures remnants temples found scattered area various shivalingas also excavated sun god worshipped assam sure enough temple dedicated also found,11,"['ancient', 'sculptures', 'remnants', 'temples', 'found', 'scattered', 'area', 'various', 'shivalingas', 'also', 'excavated', 'sun', 'god', 'worshipped', 'assam', 'sure', 'enough', 'temple', 'dedicated', 'also', 'found']"
manas national park,3.4,goalpara,park unesco world heritage site nestled foot hills himalayas home number animal species including lispid hares pygmy dogs etc,93,"['park', 'unesco', 'world', 'heritage', 'site', 'nestled', 'foot', 'hills', 'himalayas', 'home', 'number', 'animal', 'species', 'including', 'lispid', 'hares', 'pygmy', 'dogs', 'etc']"
tukeswari,3.1,goalpara,around 15km goalpara highway 37 popular religious spot tukeswari according legends portion goddess sati fell site tukeswari temple situated atop tukeswari hill also temple dedicated lord shiva,12,"['around', '15km', 'goalpara', 'highway', '37', 'popular', 'religious', 'spot', 'tukeswari', 'according', 'legends', 'portion', 'goddess', 'sati', 'fell', 'site', 'tukeswari', 'temple', 'situated', 'atop', 'tukeswari', 'hill', 'also', 'temple', 'dedicated', 'lord', 'shiva']"
kokrajhar,3.6,goalpara,located along bank gourang riverkokrajhar town bodoland territorial council assam places chakrashila wildlife sanctuary dhubri forests give town bounty natural beauty kali mandir hanuman mandir also attract visitors locals,44,"['located', 'along', 'bank', 'gourang', 'riverkokrajhar', 'town', 'bodoland', 'territorial', 'council', 'assam', 'places', 'chakrashila', 'wildlife', 'sanctuary', 'dhubri', 'forests', 'give', 'town', 'bounty', 'natural', 'beauty', 'kali', 'mandir', 'hanuman', 'mandir', 'also', 'attract', 'visitors', 'locals']"
nagaon,3.6,goalpara,nagaon previously known nowgong city municipal board nagaon district indian state assam situated 120 kms east guwahati kolong river tributary brahmaputra river flows nagaon nagaon houses kaziranga national park known world successful conservation great one horned rhinoceros,,"['nagaon', 'previously', 'known', 'nowgong', 'city', 'municipal', 'board', 'nagaon', 'district', 'indian', 'state', 'assam', 'situated', '120', 'kms', 'east', 'guwahati', 'kolong', 'river', 'tributary', 'brahmaputra', 'river', 'flows', 'nagaon', 'nagaon', 'houses', 'kaziranga', 'national', 'park', 'known', 'world', 'successful', 'conservation', 'great', 'one', 'horned', 'rhinoceros']"
nandeswar devalaya,3.1,goalpara,one ancient shrines region stands atop nandeswar hill alongside river dudhnoi temple dedicated lord shiv comes major limelight festivals shivratri dol jatra durga pooja numerous devotees come celebrate,21,"['one', 'ancient', 'shrines', 'region', 'stands', 'atop', 'nandeswar', 'hill', 'alongside', 'river', 'dudhnoi', 'temple', 'dedicated', 'lord', 'shiv', 'comes', 'major', 'limelight', 'festivals', 'shivratri', 'dol', 'jatra', 'durga', 'pooja', 'numerous', 'devotees', 'come', 'celebrate']"
joybhum kamakhya temple,3.1,goalpara,one 51 shakti sthals hindu religion sri sri joybhum kamakhya temple major one nestled bank river brahmaputra located distance around 50 km goalpara town,27,"['one', '51', 'shakti', 'sthals', 'hindu', 'religion', 'sri', 'sri', 'joybhum', 'kamakhya', 'temple', 'major', 'one', 'nestled', 'bank', 'river', 'brahmaputra', 'located', 'distance', 'around', '50', 'km', 'goalpara', 'town']"
buraburi than,3.1,goalpara,important religious site banks brahmaputra place represents national integrity since people different religions take part various religious functions,10,"['important', 'religious', 'site', 'banks', 'brahmaputra', 'place', 'represents', 'national', 'integrity', 'since', 'people', 'different', 'religions', 'take', 'part', 'various', 'religious', 'functions']"
shyamrai satra,3.1,goalpara,hub vaishnavite culture religion shyamrai satra established heart town goalpara asthi sri manta sankardeva preserved satra authority,1,"['hub', 'vaishnavite', 'culture', 'religion', 'shyamrai', 'satra', 'established', 'heart', 'town', 'goalpara', 'asthi', 'sri', 'manta', 'sankardeva', 'preserved', 'satra', 'authority']"
dadan hills,3.1,goalpara,temple shiva set dadan one generals king bana sonitpur one many legends surround temple suggest wild elephant killed general foothill dadan,10,"['temple', 'shiva', 'set', 'dadan', 'one', 'generals', 'king', 'bana', 'sonitpur', 'one', 'many', 'legends', 'surround', 'temple', 'suggest', 'wild', 'elephant', 'killed', 'general', 'foothill', 'dadan']"
barpeta,3.1,goalpara,small town barpeta nearly one hour drive goalpara popular tourist destination various historical sites religious significance found,42,"['small', 'town', 'barpeta', 'nearly', 'one', 'hour', 'drive', 'goalpara', 'popular', 'tourist', 'destination', 'various', 'historical', 'sites', 'religious', 'significance', 'found']"
sualkuchi,,,,nan,
navagraha temple,,,,nan,
assam state emporium,,,,nan,
kamakhya temple,,,,nan,
guwahati planetarium,,,,nan,
assam state zoo and botanical gardens,,,,nan,
shopping in sualkuchi,,,,nan,
hatisatra,,,,nan,
sidheswar devalaya,,,,nan,
brahmaputra river,,,,nan,
ganesh bigrah temple,,,,nan,
hajo,,,,nan,
adventure sports,,,,nan,
golf,,,,nan,
chhatachura range,,,,nan,
duhalia range,,,,nan,
shopping in karimganj,,,,nan,
river kushiara,,,,nan,
malegarh crematorium,,,,nan,
adamail range,,,,nan,
bagheswari temple,3.3,bongaigaon,bagheshwari temple one oldest temple assam according hindu mythology place devi durgas trishul trident like weapon fell body cut pieces god vishnu dakhshya yagya ritual ceremony organized durgas father,1,"['bagheshwari', 'temple', 'one', 'oldest', 'temple', 'assam', 'according', 'hindu', 'mythology', 'place', 'devi', 'durgas', 'trishul', 'trident', 'like', 'weapon', 'fell', 'body', 'cut', 'pieces', 'god', 'vishnu', 'dakhshya', 'yagya', 'ritual', 'ceremony', 'organized', 'durgas', 'father']"
kakoijana wildlife sanctuary,3.0,bongaigaon,kakaijana proposed wildlife sanctuary situated around 15 km away bongaigaon town banks river aie houses several species like stork python leopard hornbill porcupine much,7,"['kakaijana', 'proposed', 'wildlife', 'sanctuary', 'situated', 'around', '15', 'km', 'away', 'bongaigaon', 'town', 'banks', 'river', 'aie', 'houses', 'several', 'species', 'like', 'stork', 'python', 'leopard', 'hornbill', 'porcupine', 'much']"
kachugaon game reserve,3.0,bongaigaon,kachugaon game reserve located kachugaon bongaigaon district assam protected area forest department assam kachugaon rare endangered species gaur golden langur spotted deer elephant,7,"['kachugaon', 'game', 'reserve', 'located', 'kachugaon', 'bongaigaon', 'district', 'assam', 'protected', 'area', 'forest', 'department', 'assam', 'kachugaon', 'rare', 'endangered', 'species', 'gaur', 'golden', 'langur', 'spotted', 'deer', 'elephant']"
manas national park,3.0,bongaigaon,bongaigaon city entry point manas national park manas national park unesco natural world heritage site project tiger reserve elephant reserve biosphere reserve assam,54,"['bongaigaon', 'city', 'entry', 'point', 'manas', 'national', 'park', 'manas', 'national', 'park', 'unesco', 'natural', 'world', 'heritage', 'site', 'project', 'tiger', 'reserve', 'elephant', 'reserve', 'biosphere', 'reserve', 'assam']"
koya-kujia bill,3.0,bongaigaon,koyakujia bill fabulous place one enjoy bird watching project undertaken assam tourism development corporation situated 25 kilometers bongaigaon,21,"['koyakujia', 'bill', 'fabulous', 'place', 'one', 'enjoy', 'bird', 'watching', 'project', 'undertaken', 'assam', 'tourism', 'development', 'corporation', 'situated', '25', 'kilometers', 'bongaigaon']"
rock cut caves,3.0,bongaigaon,caves situated banks river brahmaputra dont sculptural design platform mud brick five caves riverbanks belong salasthambha period,2,"['caves', 'situated', 'banks', 'river', 'brahmaputra', 'dont', 'sculptural', 'design', 'platform', 'mud', 'brick', 'five', 'caves', 'riverbanks', 'belong', 'salasthambha', 'period']"
bagheswari hill,3.0,bongaigaon,famous picnic spot one find ancient shrine lord shiva temple stone cave famous temples baba tarak nath bageshwari temple,1,"['famous', 'picnic', 'spot', 'one', 'find', 'ancient', 'shrine', 'lord', 'shiva', 'temple', 'stone', 'cave', 'famous', 'temples', 'baba', 'tarak', 'nath', 'bageshwari', 'temple']"
boat ride,3.0,bongaigaon,beautiful weather peaceful water bodies boating definitely one pleasant soothing activities done bongaigaon,3,"['beautiful', 'weather', 'peaceful', 'water', 'bodies', 'boating', 'definitely', 'one', 'pleasant', 'soothing', 'activities', 'done', 'bongaigaon']"
tamranga lake,3.0,bongaigaon,lake bird watchers paradise wide range migratory birds come winters locally lake known tamranga beel source water lake flood water river brahmaputra,7,"['lake', 'bird', 'watchers', 'paradise', 'wide', 'range', 'migratory', 'birds', 'come', 'winters', 'locally', 'lake', 'known', 'tamranga', 'beel', 'source', 'water', 'lake', 'flood', 'water', 'river', 'brahmaputra']"
birjhora tea estate,3.0,bongaigaon,birjhora tea garden one biggest tea garden also beautiful slopping towards birjhora hill tea garden produces good quality first flush assam tea,2,"['birjhora', 'tea', 'garden', 'one', 'biggest', 'tea', 'garden', 'also', 'beautiful', 'slopping', 'towards', 'birjhora', 'hill', 'tea', 'garden', 'produces', 'good', 'quality', 'first', 'flush', 'assam', 'tea']"
the lalmati- duramari ganesh temple,3.0,bongaigaon,temple lies khagrapar hill near abhayapuri amongst ancient temples state assam stone carvings suggest temple could belong period 8th 10th centuries ad,20,"['temple', 'lies', 'khagrapar', 'hill', 'near', 'abhayapuri', 'amongst', 'ancient', 'temples', 'state', 'assam', 'stone', 'carvings', 'suggest', 'temple', 'could', 'belong', 'period', '8th', '10th', 'centuries', 'ad']"
sri surjya pahar,3.0,bongaigaon,sri surya pahar significant relatively unknown archaeological site assam site hilly terrain several rockcut shivalingas votive stupas deities hindu buddhist jain pantheon scattered area one km,44,"['sri', 'surya', 'pahar', 'significant', 'relatively', 'unknown', 'archaeological', 'site', 'assam', 'site', 'hilly', 'terrain', 'several', 'rockcut', 'shivalingas', 'votive', 'stupas', 'deities', 'hindu', 'buddhist', 'jain', 'pantheon', 'scattered', 'area', 'one', 'km']"
jogighopa and pancharatna,3.0,bongaigaon,situated banks river brahmaputra jogighopa pancharatna two famous historic sites bongaigaon assam pancharatna lies southern side jogighopa lies northern side banks river brahmaputra,29,"['situated', 'banks', 'river', 'brahmaputra', 'jogighopa', 'pancharatna', 'two', 'famous', 'historic', 'sites', 'bongaigaon', 'assam', 'pancharatna', 'lies', 'southern', 'side', 'jogighopa', 'lies', 'northern', 'side', 'banks', 'river', 'brahmaputra']"
shopping in hailakandi,,,,nan,
siddyashar bari sibmandir,,,,nan,
pach pirr mukam,,,,nan,
gerukamukh,3.0,dhemaji,gerukamukh located distance around 45 kms dhemaji one beautiful natural spots state assam river subansiri largest tributary brahmaputra meets region surrounded rolling hills dense evergreen forests popular picnic spot locals winter months another favourite activity angling done tourists locals alike,30,"['gerukamukh', 'located', 'distance', 'around', '45', 'kms', 'dhemaji', 'one', 'beautiful', 'natural', 'spots', 'state', 'assam', 'river', 'subansiri', 'largest', 'tributary', 'brahmaputra', 'meets', 'region', 'surrounded', 'rolling', 'hills', 'dense', 'evergreen', 'forests', 'popular', 'picnic', 'spot', 'locals', 'winter', 'months', 'another', 'favourite', 'activity', 'angling', 'done', 'tourists', 'locals', 'alike']"
