visit_places,rating,city_names,visit_place_summary
13. Basistha Ashram,"3.2
 /5","7 km  from city center 
 
 13 out of 34 Places To Visit in Guwahati",Guru Vashishta (or Basistha) is credited to writing the Hindu epic of Vashishtha Ramayana (behind the scenes Ramayana). It is believed that the sage constructed this aashram and later breathed his last here.
14. Hajo,"4.0
 /5","8 km  from city center 
 
 14 out of 34 Places To Visit in Guwahati","The ancient pilgrim centre of Haajo is an attraction for three religions - Hindu, Muslims and Buddhists. Shrines dedicated to Durga, Shiva, Vishnu, Buddha and major Muslim saints are found all over this place."
15. Guwahati War Memorial,,"5 km  from city center 
 
 15 out of 34 Places To Visit in Guwahati","Located near the Dighalipukhuri park in Latasil of Guwahati, Guwahati War Memorial is dedicated to the martyrs who fought for the nation and died in the process. The foundation of the memorial was laid on 18th May, 2015; however, the site was open for public visit in December 2016."
16. Dispur,"3.6
 /5","5 km  from city center 
 
 16 out of 34 Places To Visit in Guwahati","Dispur is the beautiful capital of Assam packed with panoramic views, unique traditions and rich tribal culture. Dotted with several Hindu temples, one can witness the distinctive culture of the state. Dispur is also famous as a tea auction market."
17. Dipor Bil,,"9 km  from city center 
 
 17 out of 34 Places To Visit in Guwahati","Located in the Kamrup district of Assam, 18 km southwest of Guwahati city, Dipor Bil (also spelt Deepor Beel) is a freshwater lake in the former channel of the Brahmaputra river. Home to a vast variety of exotic bird species, it is well known for its pristine beauty and biodiversity."
18. Maati Centre,,"5 km  from city center 
 
 18 out of 34 Places To Visit in Guwahati","Located in Uzan Bazaar, Guwahati, Maati Centre is a commendable initiative by a former World Bank employee Pabitra Lama Sarmah and her husband- Rishi Raj Sarmah. Established with the objective to promote the talents and hand crafted works of local artisans from nonprofit organizations like Tihar Jail and Dastakar Ranthambore, the centre has emerged as a wonderful blend of local culture and regional arts."
19. Navagraha Temple,,"6 km  from city center 
 
 19 out of 34 Places To Visit in Guwahati","Perched on top of the Chitrachal Hill (or Navagraha Hill) in southeastern Guwahati, Navagraha Temple is a revered Hindu shrine dedicated to the nine celestial bodies. Believed to be the dwelling of the mightiest celestial body- the Sun, the temple enshrines nine Shivalingams, a manifestation of Lord Shiva clad in coloured clothes representing planetary gods."
20. Nehru Park,,"5 km  from city center 
 
 20 out of 34 Places To Visit in Guwahati","Located in the heart of the city of Guwahati, opposite to Cotton College in Panbazar area of Guwahati, Nehru Park is a charming garden park built in 2000 and named after the first Prime Minister of India- Pandit Jawaharlal Nehru."
21. Bhubaneswari Temple,"3.2
 /5","3 km  from city center 
 
 21 out of 34 Places To Visit in Guwahati","Dedicated to Goddess Bhuvaneshwari, this white shrine perched atop a hill adjacent to the city is a major draw amongst the religious pilgrims. The temple itself provides visitors with a magnificent panoramic view of the city of Guwahati."
22. Kaziranga National Park,"4.2
 /5",22 out of 34 Places To Visit in Guwahati,"Home to the largest population of the one-horned rhino on earth, Kaziranga National Park is one of India’s national treasures in terms of flora and fauna. It is listed officially as a Tiger reserve and is home to one of the world’s largest populations of tigers."
23. Manas National Park,"4.1
 /5","89 km  from city center 
 
 23 out of 34 Places To Visit in Guwahati","The only tiger reserve in Assam and also famous for the rare golden langur and the red panda, Manas is one of the best-kept national parks in India. It is also famous for its population of Wild water buffalo."
24. Shrimanta Shankardeva Kalakshetra,,"9 km  from city center 
 
 24 out of 34 Places To Visit in Guwahati","Named after the poet-playwright and reformer of the medieval times- Srimanta Sankardev, Srimanta Sankardev Kalakshetra is a cultural institution in Panjabari, Guwahati. With an aim to promote the culture, art and tradition of Assam, the complex has a museum, a library, an art gallery and a children’s park."
25. Indira Gandhi Athletic Stadium,,"4 km  from city center 
 
 25 out of 34 Places To Visit in Guwahati","Inaugurated in 2007, Indira Gandhi Athletic Stadium is located in the southern edge of Guwahati in Lokhra and is also known as Sarusajai Stadium. The stadium originally boasted of 30000 seats, however, the tournament director of 2017 FIFA U-17 World Cup sought other improvements in the construction and installed bucket seats, which reduced the capacity to 28500 seats."
26. Sukreshwar Temple,,"5 km  from city center 
 
 26 out of 34 Places To Visit in Guwahati","Perched on the Sukreshwar or Itakhuli hill on the southbank of Brahmaputra river, Sukreshwar Temple is dedicated to the Hindu God Shiva. Built in 1744, by the Ahom King Pramatta Singha, the temple was improvised and financial changes were made in 1759 by Rajeswar Singha."
27. Ugra Tara Temple,,"5 km  from city center 
 
 27 out of 34 Places To Visit in Guwahati","Based in the heart of Guwahati city in the Lotaxil locality, Ugra Tara Temple enshrines the deity of Tara (Devi). Built in 1725 by the Ahom ruler Siva Singh, the important Shakti temple is thronged by tourists and devotees alike."
28. Saraighat Bridge,,"9 km  from city center 
 
 28 out of 34 Places To Visit in Guwahati","Built over the Brahmaputra River in Guwahati, Saraighat Bridge is the first railway-cum-road bridge. The construction of the bridge was started in 1958 and it was first inaugurated for goods trucks in 1962, by the then Prime Minister- Pandit Jawaharlal Nehru."
29. Janardana Temple,,"5 km  from city center 
 
 29 out of 34 Places To Visit in Guwahati","Perched on the hillock of Shukleshwar on the Shukleshwar ghats of the Brahmaputra river in Guwahati, Janardana Temple is dedicated to Lord Vishnu. Set amidst the beautiful backdrop of the Brahmaputra river and the lush green valleys of Guwahati, the shrine is a mesmerising spot and a sight to behold."
30. Shraddhanjali Kanan,,"5 km  from city center 
 
 30 out of 34 Places To Visit in Guwahati","Shraddhanjali Kanan is situated in Tarun Nagar, Guwahati. The park has well-maintained lawns ideal for yoga and meditation purposes. It has a separate play area for kids. Besides, it has charming flower beds and water fountains which make the place even more beautiful."
31. Ambubachi Mela,,"4 km  from city center 
 
 31 out of 34 Places To Visit in Guwahati","The Ambubachi Mela is a grand gathering in and around the Maa Kamakhya Devi temple.  Occurring in the month of Asaadh of the traditional Hindu calendar, the Ambubachi Mela is a four-day celebration, which often falls in June. Primarily, the festival is aimed at honouring the fertile richness of mother earth. The idea is celebrated as the annual menstrual cycle of Kamakhya Devi at the Kamakhya Temple during these four days."
32. Cafe Hendrix,,"6 km  from city center 
 
 32 out of 34 Places To Visit in Guwahati","Cafe Hendrix is one of the popular cafes in Guwahati boasting of pleasant ambiance and even better food. You can enjoy live performances and gigs at the cafe or groove on the neon dance floors. Particularly known as a Jazz bar, the cafe attracts a large crowd especially on weekends. Visiting the cosy hippie cafe is one of the best things to do in Guwahati."
33. Madan Kamdev,,"19 km  from city center 
 
 33 out of 34 Places To Visit in Guwahati","Located at a distance of 40 kms from Guwahati, Madan Kamdev Temple is an archaeological find in  Baihata Chariali, Assam. Spread over an area of 500 metres, you will find idols and sculptures of Madan Kamdev scattered all over the place. The idols all have, detailed architecture and carvings on them. Perched atop a hill, it is one of the fascinating attractions in Guwahati."
34. Pandu,"3.2
 /5","5 km  from city center 
 
 34 out of 34 Places To Visit in Guwahati",The Suburban town of Pandu is named after King Pandu (father of the famous five Pandavas). The Tila Hills in the town has temple dedicated to Pandu (the Pandunath temple).
1. Rafting in Bramhaputra (Tuting),"3.5
 /5",1 out of 10 Places To Visit in Dibrugarh,A lifetime expedition into the country’s north-east on one of the world’s longest river Brahmaputra. The rafting in the remote area is a breath taking experience.
2. Dinjoy Satra,"3.1
 /5","26 km  from city center 
 
 2 out of 10 Places To Visit in Dibrugarh",The tourist spot of Dinjoy Satra is situated around 5 km towards the north of Chabua Township. It was a Satra found by Aniruddha Dev at Bisnubalikakunshi village towards North Lakhimpur that was later shifted to Khutiaputa.
3. Shopping in Dibrugarh,"3.0
 /5","1 km  from city center 
 
 3 out of 10 Places To Visit in Dibrugarh","Chamba shopping scene is popular for handicrafts, the really-in-demand chappals and pickles. Here's where you can find them!"
4. Dehing Namti Satra,"3.0
 /5","0 km  from city center 
 
 4 out of 10 Places To Visit in Dibrugarh","This tourist destination is located on the banks of Disang River in Sasoni Mouza and is around 8 miles from Naharkatiya town. Currently, the main branch of the Satra is located at Namti in Nazira."
5. Raidongia Dol,"3.0
 /5",5 out of 10 Places To Visit in Dibrugarh,"Among all the monuments in Dibrugarh, the Raidongia Dol is one of the most famous one, located in Larua Mouza in Kalakhowa region, near Dihingia Barbarua road, the Raidongia Doll is of a height of about 45 ft, and is a magnificent structure."
6. Barbarua Maidam,"3.0
 /5","2 km  from city center 
 
 6 out of 10 Places To Visit in Dibrugarh","The maidam (ancient burial mound of royalty and aristocracy) consists of two ancient graveyards, said to be devoted to high ranked officials. There are two other in the area, devoted to dead soldiers."
7. Bahikhowa Maidam,"3.0
 /5",7 out of 10 Places To Visit in Dibrugarh,"During the rule of Rajeswar Singha, Bahikhowa Dasarath Dowerah Borphukan was the Chief of the Army Staff of Ahoms or the Borphukan. This maidam is dedicated to him and is located in the Khowang Tea Estate, but is presently in ruins."
